#Gen gab gaB gAb gAB D D_prime r sigma2 sk2 delta X2 OR logOR dev_ab dev_aB dev_Ab dev_AB log_dev_ab log_dev_aB log_dev_Ab log_dev_AB recomb_diff anst_diff recomb_diff_pro anst_diff_pro pA pB ds_recomb ds_anst recomb
479 0.900011774847939 0.093610014175568 0.00626868814500381 0.000109522831489699 -0.000488240148160606 -0.816778831713917 -0.0210439431085074 0.153530150112719 0.151965400831891 -0.00156474928082798 -0.0101918045392333 0.167978569435572 -1.78391887059922 -0.000879082143038334 9.11699559385162e-05 5.88287201510269e-06 -3.4532532922289e-07 0.997977885795143 1.0002099486176 1.00001354590515 0.999999204859361 0.899902252016445 -0.087341326030568 0.999214658760059 0.878769694008008 0.00637821097649351 0.0937195370070577 -0.340232904710469 -0.105209481624021 0.1
480 0.899940687045822 0.0937303093575483 0.00622018641604109 0.000108817180588467 -0.000485090988775977 -0.816777767672543 -0.0209768173932691 0.153563701966288 0.152009336183633 -0.0015543657826553 -0.0101219608719549 0.167968523822235 -1.7839786753336 -0.000873341548704887 9.0700143621671e-05 5.7993994904649e-06 -3.40885734846602e-07 0.997991077360541 1.00020886660823 1.00001335369997 0.999999215081897 0.899831869865225 -0.0875101229415148 0.99921965757486 0.879804622831721 0.00632900359662956 0.0938391265381368 -0.340869679893639 -0.105373930355141 0.1
481 0.899868771754026 0.0938511253882267 0.00617198760317061 0.0001081152545764 -0.000481958441096207 -0.816776691844969 -0.0209098348590825 0.153598264581258 0.152054228414249 -0.00154403616700921 -0.0100524323710205 0.167958360310145 -1.78403918559684 -0.000867630984790591 9.02324002355279e-05 5.71699910843455e-06 -3.36498058052608e-07 0.998004200090715 1.00020778936491 1.00001316396357 0.999999225184888 0.899760656499467 -0.0876791377850417 0.999224629805374 0.880833040174851 0.00628010285774701 0.0939592406428031 -0.341506042086471 -0.10553807731369 0.1
482 0.899796031462118 0.0939724613182992 0.00612409018773244 0.000107417031850022 -0.000478842409306372 -0.816775604264654 -0.020842994683408 0.153633833043812 0.152100072877253 -0.0015337601665586 -0.00998321877526296 0.167948079240739 -1.78410039948379 -0.000861950289232527 8.97667095192574e-05 5.6356581476563e-06 -3.32161713613539e-07 0.99801725435537 1.00020671685017 1.00001297666664 0.999999235169682 0.899688614430302 -0.0878483711305375 0.999229575614698 0.881854962607793 0.00623150721958246 0.0940798783501492 -0.342141990869167 -0.105701922276616 0.1
483 0.899722468643409 0.0940943162058696 0.00607649265967766 0.000106722491043228 -0.000475742798641168 -0.816774504964829 -0.0207762960551526 0.153670402457721 0.152146864941087 -0.00152353751663478 -0.00991431981870384 0.167937680953042 -1.78416231510471 -0.000856299301676522 8.93030554455568e-05 5.5553640372162e-06 -3.27876123592656e-07 0.998030240520316 1.00020564902709 1.00001279178023 0.99999924503761 0.899615746152423 -0.0880178235461418 0.999234495164081 0.882870406917857 0.00618321515072089 0.0942010386969129 -0.342777525824031 -0.105865465022766 0.1
484 0.899648085755151 0.094216689116358 0.00602919351746698 0.000106031611023986 -0.000472659515370283 -0.816773393978491 -0.0207097381745637 0.15370796794414 0.152194599988948 -0.00151336795519172 -0.00984573523047097 0.167927165783698 -1.78422493058501 -0.000850677863450944 8.88414222175917e-05 5.47610435460912e-06 -3.23640717231126e-07 0.998043158947531 1.00020458585927 1.00001260927575 0.999999254789987 0.899542054144106 -0.0881874955989098 0.999239388612956 0.883879390106416 0.00613522512849096 0.094322720727382 -0.343412646535475 -0.106028705332889 0.1
485 0.89957288523873 0.0943395791224088 0.00598219126797075 0.000105344370891072 -0.000469592466783969 -0.816772271338415 -0.0206433202531244 0.153746524641388 0.152243273418612 -0.00150325122277606 -0.00977746473477937 0.167916534066995 -1.78428824406513 -0.000845085817546942 8.83817942660455e-05 5.39786682373955e-06 -3.19454930837341e-07 0.998056009995203 1.00020352731084 1.00001242912492 0.999999264428109 0.899467540867799 -0.0883573878544721 0.999244256118959 0.884881929386125 0.00608753563886182 0.0944449234932999 -0.344047352590013 -0.106191642989633 0.1
486 0.899496869519857 0.0944629853038021 0.00593548442637044 0.000104660749970855 -0.000466541561178792 -0.816771137077148 -0.0205770415134497 0.153786067704752 0.152292880642274 -0.00149318706247797 -0.00970950805078575 0.167905786134896 -1.78435225370032 -0.000839523008590359 8.7924156246184e-05 5.3206393129554e-06 -3.15318207678237e-07 0.998068794017797 1.00020247334645 1.00001225129981 0.999999273953259 0.899392208769841 -0.0885275008774713 0.99924909783796 0.885878042178111 0.00604014517634129 0.0945676460537729 -0.344681643576262 -0.106354277777541 0.1
487 0.89942004100876 0.0945869067473648 0.00588907151606147 0.000103980727814116 -0.000463506707843575 -0.816769991227017 -0.0205109011891834 0.153826592306278 0.152343417086376 -0.00148317521990174 -0.00964186489257102 0.167894922317064 -1.78441695766051 -0.000833989282820968 8.74684930349395e-05 5.24440983311405e-06 -3.11229997872589e-07 0.9980815113661 1.00020142393125 1.00001207577281 0.999999283366703 0.899316060280919 -0.0886978352313267 0.999253913924082 0.886867746109131 0.00599305224387558 0.0946908874751789 -0.34531551908494 -0.106516609483055 0.1
488 0.899342402100366 0.0947113425468835 0.00584295106855744 0.000103304284192914 -0.000460487817045508 -0.816768833820132 -0.0204448985248969 0.153868093634574 0.152394878191447 -0.00147321544312695 -0.00957453496906084 0.167883942940895 -1.78448235413009 -0.000828484488069048 8.70147897280814e-05 5.16916653568013e-06 -3.07189758286225e-07 0.998094162387274 1.00020037903089 1.00001190251664 0.999999292669692 0.899239097816181 -0.0888683914783198 0.999258704529728 0.887851059008797 0.00594625535275035 0.0948146468310764 -0.345948978708865 -0.106678637894509 0.1
489 0.899263955174488 0.0948362918030191 0.00579712162339574 0.00010263139909749 -0.00045748480001645 -0.816767664888384 -0.020379032775988 0.153910566894609 0.152447259411937 -0.00146330748267251 -0.00950751798396348 0.167872848331537 -1.78454844130777 -0.000823008473731957 8.65630316373659e-05 5.09489771085438e-06 -3.03196952429138e-07 0.998106747424912 1.00019933861155 1.00001173150433 0.999999301863461 0.899161323775357 -0.0890391701796522 0.999263469805603 0.888827998906713 0.00589975302249323 0.0949389232021166 -0.346582022042954 -0.106840362802131 0.1
490 0.899184702596001 0.0949617536232213 0.00575158172804445 0.000101962052733207 -0.000454497568939392 -0.816766484463453 -0.0203133032085815 0.153954007307528 0.152500556216064 -0.00145345109146425 -0.00944081363573041 0.167861638811925 -1.78461521740642 -0.00081756109075537 8.61132042877799e-05 5.02159178573304e-06 -2.99251050354443e-07 0.998119266819079 1.00019830263987 1.00001156270924 0.99999931094923 0.899082740543317 -0.089210171895133 0.999268209900742 0.889798584029695 0.00585354378077766 0.0950637156759545 -0.34721464868422 -0.107001783998039 0.1
491 0.899104646715026 0.0950877271216463 0.00570632993781065 0.000101296225517539 -0.000451526036935107 -0.816765292576805 -0.0202477090994301 0.153998410110452 0.152554764085661 -0.00144364602479088 -0.00937442161744049 0.167850314702801 -1.78468268065287 -0.000812142191604304 8.56652934147772e-05 4.94923732249726e-06 -2.95351528559162e-07 0.998131720906379 1.00019727108299 1.00001139610502 0.999999319928204 0.8990033504895 -0.0893813971838431 0.999272924962526 0.890762832798926 0.00580762616332819 0.0951890233471638 -0.347846858231774 -0.107162901276244 0.1
492 0.8990237898671 0.0952142114190731 0.00566136481574995 0.000100633898077086 -0.000448570118048957 -0.8167640892597 -0.0201822497358168 0.154043770556296 0.152609878516013 -0.00143389204028338 -0.00930834161683518 0.167838876322743 -1.78475082928779 -0.000806751630250013 8.52192849615761e-05 4.87782301663187e-06 -2.91497869886785e-07 0.998144110019981 1.00019624390851 1.00001123166564 0.999999328801575 0.898923155969046 -0.0895528466033023 0.999277615136713 0.891720763827143 0.00576199871382704 0.0953148453171502 -0.348478650286822 -0.10732371443264 0.1
493 0.898942134373354 0.0953412056428239 0.00561668493257743 9.99750512446351e-05 -0.000445629727237877 -0.81676287454319 -0.0201169244154581 0.154090083913585 0.15266589501572 -0.00142418889786497 -0.00924257331616266 0.167827323988191 -1.78481966156549 -0.000801389262140573 8.47751650764859e-05 4.80733769517305e-06 -2.87689563431584e-07 0.998156434489693 1.00019522108452 1.00001106936538 0.999999337570519 0.898842159322099 -0.0897245207102557 0.999282280567453 0.892672395915825 0.00571665998382206 0.0954411806940686 -0.349110024452662 -0.107484223265012 0.1
494 0.898859682540681 0.0954687089266831 0.00557228886657971 9.93196660562586e-05 -0.000442704780357521 -0.816761648458124 -0.0200517324464078 0.15413734546627 0.152722809106541 -0.00141453635972924 -0.00917711639220349 0.167815658013469 -1.78488917575379 -0.000796054944185443 8.43329201102565e-05 4.73777031498426e-06 -2.83926104444637e-07 0.998168694641991 1.00019420257957 1.00001090917881 0.999999346236198 0.898760362874633 -0.0898964200600961 0.999286921397316 0.893617748052356 0.00567160853263597 0.0955680285927394 -0.349740980334685 -0.107644427573028 0.1
495 0.898776436661904 0.0955967204108191 0.00552817520352848 9.8667723748445e-05 -0.000439795194149566 -0.816760411035151 -0.0199866731469622 0.15418555051355 0.152780616323249 -0.00140493419030058 -0.00911197051618083 0.167803878710814 -1.78495937013386 -0.00079074853473049 8.38925366134762e-05 4.66910996106019e-06 -2.80206994241541e-07 0.998180890800078 1.00019318836269 1.00001075108079 0.99999935479976 0.898677768938174 -0.0900685452072737 0.999291537767311 0.894556839407214 0.00562684292727692 0.0956953881345675 -0.350371517540374 -0.107804327158239 0.1
496 0.898692399015944 0.0957252392417062 0.00548434253659506 9.80192057552694e-05 -0.000436900886229187 -0.816759162304717 -0.0199217458455659 0.154234694369698 0.152839312213497 -0.00139538215620069 -0.00904713535370963 0.167791986390398 -1.78503024300005 -0.000785469893539004 8.34540013340164e-05 4.60134584485777e-06 -2.76531740111765e-07 0.998193023283929 1.00019217840333 1.00001059504648 0.99999936326234 0.898594379810144 -0.0902408967051502 0.99929612981691 0.895489689331173 0.00558236174235032 0.0958232584474615 -0.3510016356793 -0.107963921824078 0.1
497 0.89860757186798 0.0958542645720485 0.00544078946626637 9.73740937055991e-05 -0.000434021775072677 -0.816757902297076 -0.0198569498807187 0.154284772363886 0.152898892337664 -0.00138588002622225 -0.00898261056479123 0.167779981360351 -1.78510179265977 -0.000780218881773043 8.30173012144556e-05 4.53446730265407e-06 -2.72899855229632e-07 0.99820509241033 1.0001911726714 1.00001044105132 0.999999371625059 0.898510197774277 -0.090413475105779 0.999300697684067 0.896416317352449 0.00553816355997197 0.0959516386657541 -0.351631334363123 -0.10812321137586 0.1
498 0.898521957469613 0.0959837955607043 0.00539751460026206 9.67323694203338e-05 -0.000431157780005238 -0.816756631042284 -0.0197922846008829 0.154335779840017 0.152959352268731 -0.0013764275712865 -0.0089183958037034 0.16776786392679 -1.78517401743329 -0.000774995361968123 8.25824233896023e-05 4.46846379393065e-06 -2.69310858566881e-07 0.99821709849294 1.00019017113728 1.00001028907105 0.999999379889024 0.898425225100161 -0.0905862809604707 0.99930524150524 0.897336743173918 0.00549424696968239 0.0960805279301246 -0.352260613205589 -0.108282195620774 0.1
499 0.898435558059026 0.0961138313726117 0.0053545165534528 9.60940149096813e-05 -0.000428308821188909 -0.816755348570206 -0.0197277493643921 0.154387712156558 0.153020687592138 -0.0013670245644205 -0.00885449071901694 0.167755634393836 -1.78524691565366 -0.000769799198019228 8.21493551840004e-05 4.4033248997835e-06 -2.65764274806782e-07 0.998229041842317 1.00018917377175 1.00001013908167 0.99999938805533 0.898339464044113 -0.0907593148191622 0.999309761415413 0.898250986670291 0.00545061056836248 0.0962099253875213 -0.352889471822529 -0.10844087436789 0.1
500 0.898348375861134 0.0962443711787153 0.00531179394777984 9.5459012370467e-05 -0.000425474819610659 -0.816754054910518 -0.0196633435393604 0.154440564686374 0.153082893905655 -0.00135767078071897 -0.00879089495351184 0.16774329306364 -1.78532048566651 -0.000764630255156051 8.17180841094865e-05 4.33904032135851e-06 -2.62259634259795e-07 0.998240922765982 1.00018818054604 1.00000999105947 0.999999396125058 0.898252916848746 -0.0909325772309513 0.999314257548116 0.899159067885301 0.0054072529601503 0.0963398301910858 -0.353517909831859 -0.10859924742815 0.1
501 0.898260413087747 0.0963754141558943 0.00526934541217564 9.48273441834773e-05 -0.000422655697070625 -0.816752750092705 -0.0195990665035924 0.154494332816568 0.15314596681925 -0.00134836599731777 -0.00872760814416863 0.167730840236407 -1.78539472582992 -0.000759488399927122 8.12885978627928e-05 4.27559987831174e-06 -2.58796472780703e-07 0.998252741568448 1.0001871914318 1.000009844981 0.999999404099277 0.898165585743534 -0.0911060687437445 0.999318730035446 0.90006100702893 0.00536417275635912 0.0964702415000778 -0.354145926853578 -0.10875731461437 0.1
502 0.898171671937712 0.096506959486891 0.00522716958248582 9.41989929108368e-05 -0.000419851376170492 -0.81675143414607 -0.0195349176444944 0.15454901194832 0.15320990195496 -0.00133910999336004 -0.00866462992211059 0.167718276210417 -1.78546963451431 -0.000754373500178818 8.08608843231307e-05 4.21299350729416e-06 -2.55374331687235e-07 0.998264498551272 1.00018620640111 1.0000097008231 0.999999411979044 0.898077472944794 -0.0912797899044119 0.999323179008084 0.900956824474563 0.00532136857539665 0.0966011584798018 -0.354773522509762 -0.108915075741238 0.1
503 0.898082154597074 0.0966390063602407 0.00518526510139206 9.35739412934174e-05 -0.000417061780302029 -0.816750107099731 -0.0194708963589862 0.154604597496734 0.153274694946766 -0.0013299025499679 -0.00860195991258275 0.167705601282048 -1.78554521010225 -0.000749285425036605 8.04349315498519e-05 4.15121126046041e-06 -2.51992757680119e-07 0.998276194013098 1.00018522542645 1.00000955856285 0.999999419765401 0.897988580655848 -0.0914537412587876 0.99932760459532 0.901846540756217 0.00527883904268548 0.0967325803015341 -0.355400696424572 -0.10907253062531 0.1
504 0.897991863239212 0.0967715539702031 0.00514363061833633 9.29521722482809e-05 -0.000414286833635757 -0.816748768982622 -0.0194070020534132 0.154661084890684 0.153340341440476 -0.00132074345020775 -0.00853959773488762 0.167692815745796 -1.78562145098836 -0.000744224044884945 8.00107277801297e-05 4.09024330400103e-06 -2.48651302764553e-07 0.998287828249698 1.00018424848073 1.00000941817761 0.999999427459381 0.897898911067005 -0.0916279233518298 0.999332006925068 0.902730176565753 0.00523658279058461 0.0968645061424513 -0.356027448224241 -0.109229679085011 0.1
505 0.897900800024994 0.0969046015166934 0.00510226478944605 9.23336688661528e-05 -0.000411526461109764 -0.816747419823501 -0.0193432341434604 0.15471846957266 0.153406837093593 -0.00131163247906624 -0.00847754300239031 0.167679919894299 -1.78569835557918 -0.000739189231352189 7.95882614266392e-05 4.03007991669786e-06 -2.45349524173064e-07 0.998299401554015 1.00018327553725 1.000009279645 0.999999435062003 0.89780846635615 -0.0918023367272275 0.999336386123889 0.903607752750073 0.00519459845831221 0.0969969351855596 -0.356653777537083 -0.109386520940632 0.1
506 0.897808967102914 0.0970381482052162 0.00506116627746055 9.17184144089274e-05 -0.000408780588418663 -0.816746059650948 -0.0192795920540658 0.154776746998622 0.153474177575202 -0.00130256942341939 -0.00841579532247816 0.167666914018356 -1.78577592229301 -0.000734180857289268 7.91675210753025e-05 3.97071148850212e-06 -2.42086984289724e-07 0.998310914216201 1.0001823065697 1.00000914294288 0.999999442574274 0.897717248688511 -0.0919769819277503 0.999340742317006 0.904479290308348 0.00515288469186948 0.0971298666196251 -0.357279683993485 -0.109543056014327 0.1
507 0.897716366609236 0.0971721932467984 0.00502033375165843 9.11063923072052e-05 -0.000406049142002677 -0.816744688493365 -0.0192160752193356 0.154835912637856 0.153542358565853 -0.00129355407200224 -0.00835435429652372 0.167653798406949 -1.78585414955979 -0.000729198796752706 7.874849548304e-05 3.91212851913486e-06 -2.3886325057571e-07 0.998322366523666 1.00018134155219 1.00000900804938 0.999999449997191 0.897625260216942 -0.0921518594951277 0.999345075628328 0.905344810389238 0.00511144014396563 0.0972632996391056 -0.357905167225906 -0.109699284130114 0.1
508 0.897623000668131 0.0973067358579249 0.00497976588778616 9.04975861578596e-05 -0.000403332049036872 -0.816743306378983 -0.01915268308246 0.154895961972827 0.153611375757449 -0.00128458621537786 -0.0082932195198427 0.167640573347264 -1.78593303582097 -0.000724242924985741 7.83311735755542e-05 3.85432161670913e-06 -2.35677895496162e-07 0.998333758761113 1.00018038045919 1.00000887494288 0.999999457331738 0.897532503081941 -0.0923269699701684 0.999349386180465 0.906204334288127 0.00507026347394402 0.0973972334440827 -0.358530226868878 -0.10985520511387 0.1
509 0.897528871391817 0.097441775260474 0.00493946136798764 8.98919797216345e-05 -0.00040062923742051 -0.81674191333586 -0.0190894150956287 0.154956890499042 0.153681224853126 -0.00127566564591608 -0.00823239058171451 0.167627239124709 -1.78601257952941 -0.000719313118403231 7.79155444451327e-05 3.79728149637378e-06 -2.32530496448336e-07 0.998345091210577 1.00017942326558 1.00000874360199 0.999999464578889 0.897438979412116 -0.0925023138924672 0.999353674094746 0.907057883444343 0.00502935334770927 0.0975316672401956 -0.359154862559002 -0.110010818793331 0.1
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
